eval_date,city,model,bracket,forecast_f,observed_f,lower_f,upper_f,predicted_prob,outcome,brier,log_loss,n_train,dist_family,dist_mu,dist_sigma
2026-01-01,nyc,gfs,pm_1F,33.8,36.0,32.8,34.8,0.280589,0,0.07873,0.329322,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,pm_2F,33.8,36.0,31.799999999999997,35.8,0.512517,0,0.262674,0.718501,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,pm_3F,33.8,36.0,30.799999999999997,36.8,0.678188,1,0.103563,0.38833,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,pm_5F,33.8,36.0,28.799999999999997,38.8,0.856222,1,0.020672,0.155226,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,pm_10F,33.8,36.0,23.799999999999997,43.8,0.969986,1,0.000901,0.030473,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,above_F,33.8,36.0,33.8,inf,0.454543,1,0.297524,0.788463,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,below_F,33.8,36.0,-inf,33.8,0.545457,0,0.297524,0.788463,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,above_F+5,33.8,36.0,38.8,inf,0.063444,0,0.004025,0.065546,265,student_t,0.311,1.147
2026-01-01,nyc,gfs,below_F-5,33.8,36.0,-inf,28.799999999999997,0.080335,0,0.006454,0.083745,265,student_t,0.311,1.147
2026-01-02,nyc,gfs,pm_1F,30.2,30.0,29.2,31.2,0.281217,1,0.516649,1.26863,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,pm_2F,30.2,30.0,28.2,32.2,0.513706,1,0.236482,0.666105,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,pm_3F,30.2,30.0,27.2,33.2,0.679764,1,0.102551,0.386009,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,pm_5F,30.2,30.0,25.2,35.2,0.857948,1,0.020179,0.153211,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,pm_10F,30.2,30.0,20.2,40.2,0.970953,1,0.000844,0.029477,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,above_F,30.2,30.0,30.2,inf,0.456055,0,0.207986,0.608906,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,below_F,30.2,30.0,-inf,30.2,0.543945,1,0.207986,0.608906,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,above_F+5,30.2,30.0,35.2,inf,0.062883,0,0.003954,0.064947,266,student_t,0.3,1.16
2026-01-02,nyc,gfs,below_F-5,30.2,30.0,-inf,25.2,0.079168,0,0.006268,0.082478,266,student_t,0.3,1.16
2026-01-03,nyc,gfs,pm_1F,30.4,30.0,29.4,31.4,0.281012,1,0.516944,1.269358,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,pm_2F,30.4,30.0,28.4,32.4,0.513284,1,0.236893,0.666927,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,pm_3F,30.4,30.0,27.4,33.4,0.679166,1,0.102935,0.38689,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,pm_5F,30.4,30.0,25.4,35.4,0.85725,1,0.020378,0.154026,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,pm_10F,30.4,30.0,20.4,40.4,0.970551,1,0.000867,0.029891,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,above_F,30.4,30.0,30.4,inf,0.455945,0,0.207885,0.608704,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,below_F,30.4,30.0,-inf,30.4,0.544055,1,0.207885,0.608704,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,above_F+5,30.4,30.0,35.4,inf,0.063204,0,0.003995,0.06529,267,student_t,0.301,1.153
2026-01-03,nyc,gfs,below_F-5,30.4,30.0,-inf,25.4,0.079546,0,0.006328,0.082888,267,student_t,0.301,1.153
2026-01-04,nyc,gfs,pm_1F,35.4,34.0,34.4,36.4,0.280749,0,0.07882,0.329545,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,pm_2F,35.4,34.0,33.4,37.4,0.51276,1,0.237403,0.667948,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,pm_3F,35.4,34.0,32.4,38.4,0.678442,1,0.1034,0.387956,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,pm_5F,35.4,34.0,30.4,40.4,0.856425,1,0.020614,0.154989,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,pm_10F,35.4,34.0,25.4,45.4,0.970078,1,0.000895,0.030378,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,above_F,35.4,34.0,35.4,inf,0.455597,0,0.207569,0.608066,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,below_F,35.4,34.0,-inf,35.4,0.544403,1,0.207569,0.608066,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,above_F+5,35.4,34.0,40.4,inf,0.063542,0,0.004038,0.065651,268,student_t,0.304,1.146
2026-01-04,nyc,gfs,below_F-5,35.4,34.0,-inf,30.4,0.080033,0,0.006405,0.083417,268,student_t,0.304,1.146
2026-01-05,nyc,gfs,pm_1F,37.3,36.0,36.3,38.3,0.280664,0,0.078772,0.329426,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,pm_2F,37.3,36.0,35.3,39.3,0.512663,1,0.237497,0.668137,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,pm_3F,37.3,36.0,34.3,40.3,0.678386,1,0.103436,0.388039,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,pm_5F,37.3,36.0,32.3,42.3,0.856444,1,0.020608,0.154967,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,pm_10F,37.3,36.0,27.299999999999997,47.3,0.970113,1,0.000893,0.030343,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,above_F,37.3,36.0,37.3,inf,0.454673,0,0.206728,0.60637,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,below_F,37.3,36.0,-inf,37.3,0.545327,1,0.206728,0.60637,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,above_F+5,37.3,36.0,42.3,inf,0.06336,0,0.004014,0.065456,269,student_t,0.31,1.145
2026-01-05,nyc,gfs,below_F-5,37.3,36.0,-inf,32.3,0.080197,0,0.006432,0.083595,269,student_t,0.31,1.145
2026-01-06,nyc,gfs,pm_1F,41.9,39.0,40.9,42.9,0.280541,0,0.078703,0.329256,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,pm_2F,41.9,39.0,39.9,43.9,0.512488,0,0.262644,0.71844,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,pm_3F,41.9,39.0,38.9,44.9,0.678218,1,0.103544,0.388287,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,pm_5F,41.9,39.0,36.9,46.9,0.856329,1,0.020641,0.1551,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,pm_10F,41.9,39.0,31.9,51.9,0.970069,1,0.000896,0.030388,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,above_F,41.9,39.0,41.9,inf,0.453766,0,0.205903,0.604708,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,below_F,41.9,39.0,-inf,41.9,0.546234,1,0.205903,0.604708,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,above_F+5,41.9,39.0,46.9,inf,0.063245,0,0.004,0.065334,270,student_t,0.316,1.143
2026-01-06,nyc,gfs,below_F-5,41.9,39.0,-inf,36.9,0.080425,0,0.006468,0.083844,270,student_t,0.316,1.143
2026-01-07,nyc,gfs,pm_1F,49.1,48.0,48.1,50.1,0.280585,0,0.078728,0.329316,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,pm_2F,49.1,48.0,47.1,51.1,0.512655,1,0.237505,0.668153,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,pm_3F,49.1,48.0,46.1,52.1,0.678534,1,0.103341,0.387821,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,pm_5F,49.1,48.0,44.1,54.1,0.856782,1,0.020511,0.154572,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,pm_10F,49.1,48.0,39.1,59.1,0.970354,1,0.000879,0.030094,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,above_F,49.1,48.0,49.1,inf,0.452954,0,0.205168,0.603223,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,below_F,49.1,48.0,-inf,49.1,0.547046,1,0.205168,0.603223,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,above_F+5,49.1,48.0,54.1,inf,0.062872,0,0.003953,0.064935,271,student_t,0.322,1.151
2026-01-07,nyc,gfs,below_F-5,49.1,48.0,-inf,44.1,0.080346,0,0.006456,0.083758,271,student_t,0.322,1.151
2026-01-08,nyc,gfs,pm_1F,51.9,49.0,50.9,52.9,0.280387,0,0.078617,0.329042,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,pm_2F,51.9,49.0,49.9,53.9,0.512319,0,0.262471,0.718095,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,pm_3F,51.9,49.0,48.9,54.9,0.678132,1,0.103599,0.388414,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,pm_5F,51.9,49.0,46.9,56.9,0.856388,1,0.020624,0.155031,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,pm_10F,51.9,49.0,41.9,61.9,0.970147,1,0.000891,0.030307,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,above_F,51.9,49.0,51.9,inf,0.452109,0,0.204403,0.60168,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,below_F,51.9,49.0,-inf,51.9,0.547891,1,0.204403,0.60168,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,above_F+5,51.9,49.0,56.9,inf,0.062905,0,0.003957,0.064971,272,student_t,0.328,1.147
2026-01-08,nyc,gfs,below_F-5,51.9,49.0,-inf,46.9,0.080707,0,0.006514,0.08415,272,student_t,0.328,1.147
2026-01-09,nyc,gfs,pm_1F,52.2,48.0,51.2,53.2,0.280435,0,0.078644,0.329108,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,pm_2F,52.2,48.0,50.2,54.2,0.512496,0,0.262653,0.718458,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,pm_3F,52.2,48.0,49.2,55.2,0.678465,0,0.460315,1.134649,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,pm_5F,52.2,48.0,47.2,57.2,0.856863,1,0.020488,0.154477,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,pm_10F,52.2,48.0,42.2,62.2,0.970446,1,0.000873,0.029999,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,above_F,52.2,48.0,52.2,inf,0.451298,0,0.20367,0.600201,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,below_F,52.2,48.0,-inf,52.2,0.548702,1,0.20367,0.600201,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,above_F+5,52.2,48.0,57.2,inf,0.062521,0,0.003909,0.064561,273,student_t,0.333,1.154
2026-01-09,nyc,gfs,below_F-5,52.2,48.0,-inf,47.2,0.080616,0,0.006499,0.084051,273,student_t,0.333,1.154
2026-01-10,nyc,gfs,pm_1F,51.8,53.0,50.8,52.8,0.280105,0,0.078459,0.32865,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,pm_2F,51.8,53.0,49.8,53.8,0.511883,1,0.238258,0.669659,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,pm_3F,51.8,53.0,48.8,54.8,0.677662,1,0.103902,0.389106,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,pm_5F,51.8,53.0,46.8,56.8,0.855994,1,0.020738,0.155492,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,pm_10F,51.8,53.0,41.8,61.8,0.969961,1,0.000902,0.0305,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,above_F,51.8,53.0,51.8,inf,0.450492,1,0.301959,0.797414,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,below_F,51.8,53.0,-inf,51.8,0.549508,0,0.301959,0.797414,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,above_F+5,51.8,53.0,56.8,inf,0.062793,0,0.003943,0.064851,274,student_t,0.339,1.16
2026-01-10,nyc,gfs,below_F-5,51.8,53.0,-inf,46.8,0.081213,0,0.006596,0.084701,274,student_t,0.339,1.16
2026-01-11,nyc,gfs,pm_1F,47.5,47.0,46.5,48.5,0.280703,1,0.517389,1.270459,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,pm_2F,47.5,47.0,45.5,49.5,0.513009,1,0.23716,0.667462,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,pm_3F,47.5,47.0,44.5,50.5,0.679151,1,0.102944,0.386912,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,pm_5F,47.5,47.0,42.5,52.5,0.857623,1,0.020271,0.153591,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,pm_10F,47.5,47.0,37.5,57.5,0.970873,1,0.000848,0.02956,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,above_F,47.5,47.0,47.5,inf,0.451827,0,0.204147,0.601163,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,below_F,47.5,47.0,-inf,47.5,0.548173,1,0.204147,0.601163,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,above_F+5,47.5,47.0,52.5,inf,0.062249,0,0.003875,0.064271,275,student_t,0.329,1.168
2026-01-11,nyc,gfs,below_F-5,47.5,47.0,-inf,42.5,0.080128,0,0.00642,0.08352,275,student_t,0.329,1.168
2026-01-12,nyc,gfs,pm_1F,41.9,40.0,40.9,42.9,0.280429,0,0.078641,0.329101,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,pm_2F,41.9,40.0,39.9,43.9,0.512473,1,0.237682,0.668507,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,pm_3F,41.9,40.0,38.9,44.9,0.678419,1,0.103414,0.38799,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,pm_5F,41.9,40.0,36.9,46.9,0.856796,1,0.020507,0.154555,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,pm_10F,41.9,40.0,31.9,51.9,0.970404,1,0.000876,0.030043,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,above_F,41.9,40.0,41.9,inf,0.451425,0,0.203785,0.600432,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,below_F,41.9,40.0,-inf,41.9,0.548575,1,0.203785,0.600432,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,above_F+5,41.9,40.0,46.9,inf,0.062577,0,0.003916,0.064621,276,student_t,0.332,1.161
2026-01-12,nyc,gfs,below_F-5,41.9,40.0,-inf,36.9,0.080626,0,0.006501,0.084063,276,student_t,0.332,1.161
2026-01-13,nyc,gfs,pm_1F,48.0,47.0,47.0,49.0,0.280473,1,0.517719,1.271279,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,pm_2F,48.0,47.0,46.0,50.0,0.512652,1,0.237508,0.668159,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,pm_3F,48.0,47.0,45.0,51.0,0.678764,1,0.103192,0.387481,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,pm_5F,48.0,47.0,43.0,53.0,0.857297,1,0.020364,0.153971,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,pm_10F,48.0,47.0,38.0,58.0,0.970719,1,0.000857,0.029718,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,above_F,48.0,47.0,48.0,inf,0.45052,0,0.202969,0.598784,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,below_F,48.0,47.0,-inf,48.0,0.54948,1,0.202969,0.598784,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,above_F+5,48.0,47.0,53.0,inf,0.062163,0,0.003864,0.064179,277,student_t,0.339,1.165
2026-01-13,nyc,gfs,below_F-5,48.0,47.0,-inf,43.0,0.08054,0,0.006487,0.083969,277,student_t,0.339,1.165
2026-01-14,nyc,gfs,pm_1F,50.9,50.0,49.9,51.9,0.280243,1,0.51805,1.272098,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,pm_2F,50.9,50.0,48.9,52.9,0.512245,1,0.237905,0.668952,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,pm_3F,50.9,50.0,47.9,53.9,0.678256,1,0.103519,0.38823,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,pm_5F,50.9,50.0,45.9,55.9,0.856774,1,0.020514,0.154581,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,pm_10F,50.9,50.0,40.9,60.9,0.970437,1,0.000874,0.030009,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,above_F,50.9,50.0,50.9,inf,0.449753,0,0.202278,0.597389,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,below_F,50.9,50.0,-inf,50.9,0.550247,1,0.202278,0.597389,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,above_F+5,50.9,50.0,55.9,inf,0.062273,0,0.003878,0.064297,278,student_t,0.344,1.16
2026-01-14,nyc,gfs,below_F-5,50.9,50.0,-inf,45.9,0.080952,0,0.006553,0.084417,278,student_t,0.344,1.16
2026-01-15,nyc,gfs,pm_1F,44.5,46.0,43.5,45.5,0.279989,0,0.078394,0.328488,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,pm_2F,44.5,46.0,42.5,46.5,0.511782,1,0.238357,0.669856,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,pm_3F,44.5,46.0,41.5,47.5,0.677663,1,0.103901,0.389105,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,pm_5F,44.5,46.0,39.5,49.5,0.856146,1,0.020694,0.155315,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,pm_10F,44.5,46.0,34.5,54.5,0.97009,1,0.000895,0.030366,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,above_F,44.5,46.0,44.5,inf,0.449044,1,0.303553,0.800635,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,below_F,44.5,46.0,-inf,44.5,0.550956,0,0.303553,0.800635,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,above_F+5,44.5,46.0,49.5,inf,0.062446,0,0.003899,0.064481,279,student_t,0.349,1.154
2026-01-15,nyc,gfs,below_F-5,44.5,46.0,-inf,39.5,0.081409,0,0.006627,0.084914,279,student_t,0.349,1.154
2026-01-16,nyc,gfs,pm_1F,33.8,33.0,32.8,34.8,0.280651,1,0.517463,1.270642,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,pm_2F,33.8,33.0,31.799999999999997,35.8,0.513033,1,0.237137,0.667415,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,pm_3F,33.8,33.0,30.799999999999997,36.8,0.679319,1,0.102836,0.386664,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,pm_5F,33.8,33.0,28.799999999999997,38.8,0.85796,1,0.020175,0.153198,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,pm_10F,33.8,33.0,23.799999999999997,43.8,0.971105,1,0.000835,0.029321,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,above_F,33.8,33.0,33.8,inf,0.450453,0,0.202908,0.598661,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,below_F,33.8,33.0,-inf,33.8,0.549547,1,0.202908,0.598661,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,above_F+5,33.8,33.0,38.8,inf,0.061827,0,0.003823,0.063821,280,student_t,0.339,1.164
2026-01-16,nyc,gfs,below_F-5,33.8,33.0,-inf,28.799999999999997,0.080213,0,0.006434,0.083613,280,student_t,0.339,1.164
2026-01-17,nyc,gfs,pm_1F,40.3,40.0,39.3,41.3,0.280382,1,0.51785,1.271603,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,pm_2F,40.3,40.0,38.3,42.3,0.512531,1,0.237626,0.668395,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,pm_3F,40.3,40.0,37.3,43.3,0.678662,1,0.103258,0.387632,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,pm_5F,40.3,40.0,35.3,45.3,0.857248,1,0.020378,0.154027,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,pm_10F,40.3,40.0,30.299999999999997,50.3,0.970711,1,0.000858,0.029726,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,above_F,40.3,40.0,40.3,inf,0.449805,0,0.202325,0.597483,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,below_F,40.3,40.0,-inf,40.3,0.550195,1,0.202325,0.597483,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,above_F+5,40.3,40.0,45.3,inf,0.062052,0,0.00385,0.064061,281,student_t,0.343,1.158
2026-01-17,nyc,gfs,below_F-5,40.3,40.0,-inf,35.3,0.080699,0,0.006512,0.084142,281,student_t,0.343,1.158
2026-01-18,nyc,gfs,pm_1F,33.8,35.0,32.8,34.8,0.280159,0,0.078489,0.328725,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,pm_2F,33.8,35.0,31.799999999999997,35.8,0.512079,1,0.238067,0.669277,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,pm_3F,33.8,35.0,30.799999999999997,36.8,0.678029,1,0.103666,0.388566,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,pm_5F,33.8,35.0,28.799999999999997,38.8,0.856516,1,0.020588,0.154883,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,pm_10F,33.8,35.0,23.799999999999997,43.8,0.970289,1,0.000883,0.030161,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,above_F,33.8,35.0,33.8,inf,0.449644,1,0.302892,0.7993,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,below_F,33.8,35.0,-inf,33.8,0.550356,0,0.302892,0.7993,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,above_F+5,33.8,35.0,38.8,inf,0.062379,0,0.003891,0.064409,282,student_t,0.345,1.152
2026-01-18,nyc,gfs,below_F-5,33.8,35.0,-inf,28.799999999999997,0.081106,0,0.006578,0.084584,282,student_t,0.345,1.152
2026-01-19,nyc,gfs,pm_1F,32.2,32.0,31.200000000000003,33.2,0.280752,1,0.517317,1.270282,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,pm_2F,32.2,32.0,30.200000000000003,34.2,0.513197,1,0.236977,0.667095,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,pm_3F,32.2,32.0,29.200000000000003,35.2,0.679507,1,0.102716,0.386388,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,pm_5F,32.2,32.0,27.200000000000003,37.2,0.858131,1,0.020127,0.152998,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,pm_10F,32.2,32.0,22.200000000000003,42.2,0.97119,1,0.00083,0.029233,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,above_F,32.2,32.0,32.2,inf,0.450949,0,0.203355,0.599564,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,below_F,32.2,32.0,-inf,32.2,0.549051,1,0.203355,0.599564,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,above_F+5,32.2,32.0,37.2,inf,0.061837,0,0.003824,0.063831,283,student_t,0.335,1.16
2026-01-19,nyc,gfs,below_F-5,32.2,32.0,-inf,27.200000000000003,0.080032,0,0.006405,0.083416,283,student_t,0.335,1.16
2026-01-20,nyc,gfs,pm_1F,26.6,32.0,25.6,27.6,0.280567,0,0.078718,0.329291,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,pm_2F,26.6,32.0,24.6,28.6,0.512812,0,0.262976,0.719106,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,pm_3F,26.6,32.0,23.6,29.6,0.678958,0,0.460984,1.136184,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,pm_5F,26.6,32.0,21.6,31.6,0.857488,0,0.735285,1.948328,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,pm_10F,26.6,32.0,16.6,36.6,0.97082,1,0.000851,0.029614,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,above_F,26.6,32.0,26.6,inf,0.450897,1,0.301514,0.796516,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,below_F,26.6,32.0,-inf,26.6,0.549103,0,0.301514,0.796516,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,above_F+5,26.6,32.0,31.6,inf,0.062141,1,0.87958,2.778354,284,student_t,0.336,1.154
2026-01-20,nyc,gfs,below_F-5,26.6,32.0,-inf,21.6,0.080371,0,0.00646,0.083785,284,student_t,0.336,1.154
2026-01-21,nyc,gfs,pm_1F,36.3,37.0,35.3,37.3,0.279864,1,0.518595,1.27345,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,pm_2F,36.3,37.0,34.3,38.3,0.511297,1,0.23883,0.670804,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,pm_3F,36.3,37.0,33.3,39.3,0.676738,1,0.104498,0.390471,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,pm_5F,36.3,37.0,31.299999999999997,41.3,0.854815,1,0.021079,0.15687,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,pm_10F,36.3,37.0,26.299999999999997,46.3,0.969244,1,0.000946,0.031239,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,above_F,36.3,37.0,36.3,inf,0.451322,1,0.301048,0.795574,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,below_F,36.3,37.0,-inf,36.3,0.548678,0,0.301048,0.795574,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,above_F+5,36.3,37.0,41.3,inf,0.063524,0,0.004035,0.065632,285,student_t,0.334,1.156
2026-01-21,nyc,gfs,below_F-5,36.3,37.0,-inf,31.299999999999997,0.081661,0,0.006668,0.085188,285,student_t,0.334,1.156
2026-01-22,nyc,gfs,pm_1F,49.1,48.0,48.1,50.1,0.280219,0,0.078523,0.328808,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,pm_2F,49.1,48.0,47.1,51.1,0.511948,1,0.238195,0.669532,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,pm_3F,49.1,48.0,46.1,52.1,0.67758,1,0.103955,0.389228,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,pm_5F,49.1,48.0,44.1,54.1,0.855716,1,0.020818,0.155816,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,pm_10F,49.1,48.0,39.1,59.1,0.969748,1,0.000915,0.030719,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,above_F,49.1,48.0,49.1,inf,0.452293,0,0.204569,0.602015,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,below_F,49.1,48.0,-inf,49.1,0.547707,1,0.204569,0.602015,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,above_F+5,49.1,48.0,54.1,inf,0.063267,0,0.004003,0.065357,286,student_t,0.327,1.158
2026-01-22,nyc,gfs,below_F-5,49.1,48.0,-inf,44.1,0.081016,0,0.006564,0.084487,286,student_t,0.327,1.158
2026-01-23,nyc,gfs,pm_1F,39.9,44.0,38.9,40.9,0.280029,0,0.078416,0.328545,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,pm_2F,39.9,44.0,37.9,41.9,0.511626,0,0.261761,0.716674,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,pm_3F,39.9,44.0,36.9,42.9,0.677194,0,0.458592,1.130705,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,pm_5F,39.9,44.0,34.9,44.9,0.855338,1,0.020927,0.156258,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,pm_10F,39.9,44.0,29.9,49.9,0.969548,1,0.000927,0.030926,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,above_F,39.9,44.0,39.9,inf,0.451496,1,0.300857,0.79519,287,student_t,0.332,1.155
2026-01-23,nyc,gfs,below_F,39.9,44.0,-inf,39.9,0.548504,0,0.300857,0.79519,287,student_t,0.332,1.155
